"Word"	"Freq"
"2201"	"desirable"	16
"2285"	"difficulties"	16
"2392"	"dislike"	16
"3588"	"fully"	16
"3595"	"future"	16
"3638"	"gentle"	16
"3658"	"getting"	16
"4616"	"inferior"	16
"4724"	"intended"	16
"5103"	"laugh"	16
"5236"	"lines"	16
"5258"	"live"	16
"5539"	"mere"	16
"5580"	"miles"	16
"6137"	"opened"	16
"7046"	"reached"	16
"7094"	"recollect"	16
"7385"	"returning"	16
"7740"	"seriously"	16
"8001"	"smiled"	16
"8033"	"snow"	16
"8743"	"thousand"	16
"8943"	"trouble"	16
"9305"	"vicarage"	16
"9480"	"welcome"	16
"34"	"absence"	15
"162"	"admired"	15
"266"	"agree"	15
"464"	"anywhere"	15
"499"	"apples"	15
"611"	"assistance"	15
"624"	"assured"	15
"1341"	"chosen"	15
"1364"	"circle"	15
"1506"	"command"	15
"1579"	"compliments"	15
"1589"	"comprehend"	15
"1806"	"conviction"	15
"2122"	"delicacy"	15
"2298"	"dine"	15
"2572"	"drawn"	15
"2576"	"dreadful"	15
"2679"	"education"	15
"3339"	"fire"	15
"4365"	"ideas"	15
"4563"	"indifferent"	15
"4791"	"invited"	15
"4861"	"itself"	15
"5106"	"laughing"	15
"5211"	"liked"	15
"5232"	"line"	15
"5247"	"listened"	15
"5606"	"minute"	15
"5724"	"mothers"	15
"6039"	"occupied"	15
"6141"	"opening"	15
"6208"	"ourselves"	15
"6476"	"persons"	15
"6530"	"placed"	15
"6900"	"proved"	15
"7053"	"reading"	15
"7144"	"refuse"	15
"7199"	"remained"	15
"7783"	"share"	15
"8282"	"stood"	15
"8405"	"suffering"	15
"8818"	"tolerably"	15
"8858"	"totally"	15
"9261"	"value"	15
"9364"	"waiting"	15
"9445"	"ways"	15
"101"	"acknowledge"	14
"123"	"act"	14
"189"	"advice"	14
"880"	"belong"	14
"1221"	"catch"	14
"1668"	"confusion"	14
"2659"	"easily"	14
"2708"	"elegance"	14
"2798"	"endeavour"	14
"3033"	"expectation"	14
"3057"	"explanation"	14
"3479"	"former"	14
"3542"	"fresh"	14
"3781"	"grateful"	14
"3822"	"ground"	14
"4331"	"hundred"	14
"4416"	"immediate"	14
"4693"	"instantly"	14
"4803"	"ireland"	14
"4842"	"itbut"	14
"5104"	"laughed"	14
"5635"	"mistake"	14
"5760"	"musical"	14
"5805"	"naturally"	14
"5843"	"neighbours"	14
"6125"	"ones"	14
"6167"	"order"	14
"6480"	"persuade"	14
"6668"	"powers"	14
"6718"	"prepared"	14
"6813"	"produced"	14
"6870"	"proposed"	14
"7085"	"receiving"	14
"7197"	"remain"	14
"7241"	"repeated"	14
"7258"	"reply"	14
"7404"	"rich"	14
"7461"	"rooms"	14
"7684"	"seldom"	14
"7744"	"servants"	14
"8080"	"somebody"	14
"8250"	"staying"	14
"8288"	"stopped"	14
"9337"	"visits"	14
"403"	"amusement"	13
"489"	"appears"	13
"556"	"around"	13
"564"	"arrival"	13
"610"	"assist"	13
"661"	"attend"	13
"706"	"avoid"	13
"953"	"blind"	13
"1029"	"boys"	13
"1038"	"break"	13
"1096"	"burst"	13
"1377"	"civil"	13
"1551"	"compassion"	13
"1611"	"concerned"	13
"1946"	"cure"	13
"2060"	"decidedly"	13
"2089"	"deep"	13
"2510"	"dont"	13
"2565"	"drawing"	13
"2567"	"drawingroom"	13
"2807"	"endure"	13
"2918"	"escape"	13
"2988"	"excepting"	13
"3065"	"express"	13
"3200"	"fast"	13
"3233"	"favourable"	13
"3248"	"fears"	13
"3351"	"fit"	13
"3403"	"follow"	13
"3405"	"following"	13
"3787"	"gratified"	13
"3859"	"habit"	13
"3933"	"harm"	13
"3991"	"hawkins"	13
"4229"	"hold"	13
"4406"	"imagination"	13
"4520"	"increase"	13
"4561"	"indifference"	13
"4621"	"infinitely"	13
"4736"	"interested"	13
"4790"	"invite"	13
"4822"	"isabellas"	13
"5355"	"madam"	13
"5442"	"master"	13
"5542"	"merit"	13
"5622"	"misery"	13
"5801"	"nash"	13
"5817"	"nearly"	13
"5840"	"neighbourhood"	13
"5990"	"objection"	13
"6309"	"paper"	13
"6346"	"parting"	13
"6359"	"passage"	13
"6515"	"piece"	13
"6880"	"prospect"	13
"6917"	"public"	13
"7291"	"required"	13
"7410"	"richmond"	13
"7712"	"sensations"	13
"8005"	"smiles"	13
"8287"	"stop"	13
"8400"	"suffer"	13
"8503"	"suspected"	13
"8611"	"tender"	13
"9154"	"unpleasant"	13
"9245"	"utmost"	13
"9602"	"willing"	13
"9672"	"wonderful"	13
"27"	"above"	12
"170"	"admitted"	12
"183"	"advantages"	12
"550"	"arm"	12
"722"	"awkward"	12
"726"	"aye"	12
"811"	"become"	12
"813"	"becoming"	12
"842"	"beg"	12
"853"	"begun"	12
"951"	"blessing"	12
"1027"	"boy"	12
"1039"	"breakfast"	12
"1049"	"bride"	12
"1228"	"caution"	12
"1382"	"claim"	12
"1572"	"complexion"	12
"1644"	"confess"	12
"1701"	"consent"	12
"2206"	"desired"	12
"2596"	"drive"	12
"2654"	"earnestly"	12
"2965"	"evidently"	12
"3038"	"expecting"	12
"3183"	"fancying"	12
"3337"	"finished"	12
"3572"	"frightened"	12
"3670"	"girls"	12
"3772"	"grandmama"	12
"3861"	"habits"	12
