"Word"	"Freq"
"652"	"bad"	49
"1142"	"chapter"	49
"1985"	"determined"	49
"2806"	"farther"	49
"7430"	"thinking"	49
"8260"	"words"	49
"3061"	"forward"	48
"7309"	"taking"	48
"7418"	"therefore"	48
"7729"	"understand"	48
"7912"	"used"	48
"8262"	"work"	48
"1061"	"care"	47
"2373"	"edmunds"	47
"2615"	"evil"	47
"3488"	"head"	47
"4837"	"nature"	47
"5220"	"parsonage"	47
"5312"	"perfectly"	47
"5448"	"point"	47
"6108"	"replied"	47
"7123"	"strong"	47
"130"	"added"	46
"296"	"already"	46
"327"	"among"	46
"2014"	"difference"	46
"5506"	"power"	46
"5905"	"reason"	46
"5919"	"received"	46
"7646"	"trying"	46
"8168"	"whose"	46
"2242"	"doubt"	45
"3264"	"got"	45
"4535"	"making"	45
"4889"	"new"	45
"5476"	"portsmouth"	45
"6595"	"settled"	45
"7411"	"themselves"	45
"8095"	"week"	45
"8145"	"whether"	45
"108"	"act"	44
"734"	"beginning"	44
"970"	"brothers"	44
"1569"	"continued"	44
"2233"	"door"	44
"2536"	"equal"	44
"2621"	"exactly"	44
"4190"	"keep"	44
"4589"	"matter"	44
"5017"	"occasion"	44
"6410"	"satisfied"	44
"7911"	"use"	44
"8292"	"write"	44
"168"	"advantage"	43
"292"	"alone"	43
"1131"	"change"	43
"3314"	"greatest"	43
"4459"	"looks"	43
"6899"	"sorry"	43
"8246"	"wonder"	43
"957"	"bring"	42
"1021"	"called"	42
"1769"	"dare"	42
"3313"	"greater"	42
"4162"	"judgment"	42
"6431"	"scarcely"	42
"6556"	"sense"	42
"6573"	"serious"	42
"6759"	"sitting"	42
"8169"	"why"	42
"386"	"anxious"	41
"3125"	"full"	41
"4602"	"mean"	41
"4835"	"natural"	41
"5401"	"plan"	41
"6426"	"saying"	41
"6762"	"situation"	41
"7352"	"temper"	41
"7443"	"thomass"	41
"7655"	"turned"	41
"8175"	"wife"	41
"94"	"acquaintance"	40
"110"	"acting"	40
"207"	"afterwards"	40
"241"	"air"	40
"630"	"aware"	40
"1449"	"conduct"	40
"1510"	"consequence"	40
"3927"	"influence"	40
"4902"	"niece"	40
"5424"	"pleasant"	40
"6403"	"sat"	40
"6876"	"sometimes"	40
"7302"	"table"	40
"8279"	"worth"	40
"202"	"afraid"	39
"1514"	"consider"	39
"1659"	"country"	39
"2979"	"followed"	39
"3647"	"hours"	39
"4842"	"near"	39
"5888"	"read"	39
"6354"	"rushworths"	39
"6810"	"smile"	39
"6925"	"speaking"	39
"7557"	"town"	39
"8275"	"worse"	39
"8297"	"wrong"	39
"410"	"appearance"	38
"411"	"appeared"	38
"560"	"attachment"	38
"660"	"ball"	38
"2043"	"dinner"	38
"2691"	"expected"	38
"4395"	"likely"	38
"4852"	"necessary"	38
"7032"	"stay"	38
"7913"	"useful"	38
"7993"	"visit"	38
"409"	"appear"	37
"694"	"bear"	37
"703"	"beauty"	37
"1344"	"common"	37
"1595"	"conversation"	37
"2820"	"fathers"	37
"4332"	"leaving"	37
"4479"	"loved"	37
"5994"	"regard"	37
"6187"	"respect"	37
"6329"	"round"	37
"6803"	"small"	37
"7318"	"talking"	37
"7330"	"taste"	37
"389"	"anybody"	36
"508"	"asked"	36
"704"	"became"	36
"1854"	"degree"	36
"4660"	"met"	36
"5781"	"purpose"	36
"6406"	"satisfaction"	36
"7240"	"supposed"	36
"7455"	"thoughts"	36
"7921"	"usual"	36
"1357"	"company"	35
"1782"	"daughters"	35
"2322"	"duty"	35
"3707"	"ill"	35
"4608"	"meant"	35
"4905"	"night"	35
"5430"	"pleased"	35
"5652"	"probably"	35
"5814"	"question"	35
"6758"	"sit"	35
"6951"	"spite"	35
"7253"	"surprise"	35
"507"	"ask"	34
"755"	"believed"	34
"1189"	"children"	34
"2476"	"engaged"	34
"2934"	"five"	34
"3627"	"hopes"	34
"4237"	"knowledge"	34
"4859"	"need"	34
"4949"	"notice"	34
"5337"	"person"	34
"6561"	"sent"	34
